Nombre,Peso,Categoria,Año,BV,Precio,A,C,V,Tech Base,Flamer,MG,Small Laser,Medium Laser,Large Laser,ER Small Laser,ER Medium Laser,ER Large Laser,Small Pulse Laser,Medium Pulse Laser,Large Pulse Laser,Heavy Small Laser,Heavy Medium Laser,Heavy Large Laser,PPC,ER PPC,Snub-Nose PPC,Heavy PPC,LRM 5,LRM 10,LRM 15,LRM 20,SRM 2,SRM 4,SRM 6,Streak SRM 2,Streak SRM 4,Streak SRM 6,MRM 10,MRM 20,MRM 30,MRM 40,ATM 3,ATM 6,ATM 9,ATM 12,AC 2,AC 5,AC 10,AC 20,Ultra AC 2,Ultra AC 5,Ultra AC 10,Ultra AC 20,LB 2-X,LB 5-X,LB 10-X,LB 20-X,RAC 2,RAC 5,Gauss Rifle,Heavy Gauss,Plasma Rifle / Cannon,Radiadores,TB,PB,Piernas,Blindaje,Disipacion,TLP,Calor,Daño,Reactor,PROPIEDAD,Comprado,Unidad
Stiletto STO-4A Stiletto,35,Ligero,3061,859,5251125,8,12,0,Inner Sphere,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,7",107,2,Ferro Fibroso,Double,20,,6,13,Light Fusion Engine,Compra,NO
Stiletto STO-4B Stiletto,35,Ligero,3063,1164,5501250,8,12,0,Inner Sphere,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,1",98,2,Ferro Fibroso,Double,20,,25,20,Light Fusion Engine,Compra,NO
Stiletto STO-4C Stiletto,35,Ligero,3076,941,5233875,8,12,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,2",116,2,Ferro Fibroso,Double,20,,10,10,Light Fusion Engine,Compra,NO
Stiletto STO-6S Stiletto,35,Ligero,3083,1171,4290660,7,11,0,Inner Sphere,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,2",116,2,Ferro Fibroso,Double,20,,20,20,Fusion Engine,Compra,NO
Stinger IIC  Stinger IIC,20,Ligero,3085,730,2198040,6,9,6,Clan,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,"4,2",67,2,Ferro Fibroso,Double,20,,15,35,Fusion Engine,Compra,NO
Stinger STG-3G Stinger,20,Ligero,2581,497,1662240,6,9,6,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,6,10,Fusion Engine,Compra,NO
Stinger STG-3Gb Stinger,20,Ligero,2750,674,2596939,7,11,7,Inner Sphere,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,3",69,2,Estandar,Double,20,,10,18,XL Engine,Compra,NO
Stinger STG-3P Stinger,20,Ligero,3068,489,1775040,6,9,6,Inner Sphere,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,10,10,Fusion Engine,Compra,NO
Stinger STG-3R Stinger,20,Ligero,2479,359,1615240,6,9,6,Inner Sphere,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,0",48,2,Estandar,Single,10,,3,9,Fusion Engine,Compra,NO
Stinger STG-4BM Stinger,20,Ligero,3039,489,2321040,6,9,6,Inner Sphere,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,3",69,2,Estandar,Single,10,,8,12,XL Engine,Compra,NO
Stinger STG-5G Stinger,20,Ligero,3076,614,2737039,7,11,6,Inner Sphere,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,3",69,2,Estandar,Double,20,,10,10,XL Engine,Compra,NO
Stinger STG-5M Stinger,20,Ligero,3052,432,1768040,6,9,6,Inner Sphere,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,5",56,2,Estandar,Single,10,,6,7,Fusion Engine,Compra,NO
Stinger STG-5R Stinger,20,Ligero,3067,492,1758240,6,9,6,Inner Sphere,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,3",53,2,Ferro Fibroso,Single,10,,5,5,Fusion Engine,Compra,NO
Stinger STG-5T Stinger,20,Ligero,3068,341,2331240,6,9,6,Inner Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,3",53,2,Ferro Fibroso,Single,10,,0,0,XL Engine,Compra,NO
Stinger STG-6L Stinger,20,Ligero,3067,680,2116240,8,12,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,3",69,2,Furtivo,Double,20,,6,10,Fusion Engine,Compra,NO
Stinger STG-6S Stinger,20,Ligero,3069,478,2396890,7,11,7,Inner Sphere,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,7",59,2,Ferro Fibroso,Single,10,,5,9,Light Fusion Engine,Compra,NO
Stinger STG-7S Stinger,20,Ligero,3077,382,2850240,6,9,8,Inner Sphere,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,0",48,2,Estandar,Single,10,,5,5,XL Engine,Compra,NO
Stone Rhino (Behemoth) 2 Stone Rhino (Behemoth),100,Asalto,3061,3107,23960000,3,5,3,Clan,,,,,,,,,,,,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,16,"19,0",304,2,Estandar,Double,32,,72,114,XL Engine,Compra,NO
Stone Rhino (Behemoth) 3 Stone Rhino (Behemoth),100,Asalto,3068,3072,23192000,3,5,3,Clan,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,21,"19,0",304,2,Estandar,Double,42,,52,72,XL Engine,Compra,NO
Stone Rhino (Behemoth) 4 Stone Rhino (Behemoth),100,Asalto,2846,2601,23428000,3,5,3,Clan,,4,,,,,4,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,17,"16,5",264,2,Estandar,Single,17,,44,88,XL Engine,Compra,NO
Stone Rhino (Behemoth) 5 Stone Rhino (Behemoth),100,Asalto,2825,2157,28995333,4,6,0,Clan,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,12,"16,5",264,2,Estandar,Double,24,,34,50,XL Engine,Compra,NO
Stone Rhino (Behemoth) 6 Stone Rhino (Behemoth),100,Asalto,2999,2981,28011833,4,6,2,Clan,,,,,,1,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"19,2",307,2,Ferro Fibroso,Double,36,,58,87,XL Engine,Compra,NO
Stone Rhino (Behemoth) 7 Stone Rhino (Behemoth),100,Asalto,3001,2916,10344000,3,5,3,Clan,,,,,,,,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,"18,0",288,2,Estandar,Double,52,,58,45,Fusion Engine,Compra,NO
Stone Rhino (Behemoth) 8 Stone Rhino (Behemoth),100,Asalto,3128,2804,10272000,3,5,0,Clan,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,10,"18,0",288,2,Estandar,Double,20,,24,51,Fusion Engine,Compra,NO
Stone Rhino (Behemoth)  Stone Rhino (Behemoth),100,Asalto,2847,3001,10432000,3,5,3,Clan,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,10,"18,0",288,2,Estandar,Double,20,,24,51,Fusion Engine,Compra,NO
Stooping Hawk  Stooping Hawk,55,Medio,2900,2147,7195320,5,8,5,Clan,,,,,,1,12,4,,4,,1,5,,,2,,,,,3,,,,,,2,,,,,,3,,,,,,,,,,1,,,,1,,,,,,,10,"10,8",172,2,Ferro Fibroso,Double,20,,227,294,Fusion Engine,Compra,NO
Storm Giant 2 Storm Giant,100,Asalto,2862,2891,29789333,4,6,0,Clan,,,,,,,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,18,"18,6",297,2,Ferro Fibroso,Double,36,,49,81,XL Engine,Compra,NO
Storm Giant  Storm Giant,100,Asalto,2862,2676,29201333,4,6,0,Clan,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,17,"18,5",296,2,Estandar,Double,34,,28,84,XL Engine,Compra,NO
Storm Raider STM-R1 Storm Raider,35,Ligero,3097,593,5104410,6,9,0,Inner Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,"5,0",80,2,Estandar,Single,10,,3,10,XL Engine,Compra,NO
Storm Raider STM-R2 Storm Raider,35,Ligero,3098,671,5683410,6,9,0,Inner Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,10,"5,0",80,2,Estandar,Single,10,,1,5,XL Engine,Compra,NO
Storm Raider STM-R3 Storm Raider,35,Ligero,3106,791,5661660,6,9,0,Inner Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,"7,0",112,2,Estandar,Single,10,,1,2,XL Engine,Compra,NO
Storm Raider STM-R4 Storm Raider,35,Ligero,3108,732,5398410,6,9,0,Inner Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,"7,4",119,2,Estandar,Single,10,,1,2,XL Engine,Compra,NO
Stormcrow (Ryoken)  Stormcrow (Ryoken),55,Medio,2930,2073,14771112,6,9,6,Clan,,,,,,6,34,6,2,10,3,,6,3,,,,,2,,2,4,2,,,,,6,,,,,,,4,,,,,,,,,1,,2,1,,,,6,,2,10,"11,4",182,2,Ferro Fibroso,Double,20,,546,839,XL Engine,Compra,NO
Strider 0 Model Salazar Strider 0 Model,40,Medio,3070,1172,3590400,6,9,0,Inner Sphere,,,,6,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"8,6",137,2,Estandar,Double,22,,22,38,Fusion Engine,Compra,NO
Strider A Model Salazar Strider A Model,40,Medio,3070,1179,3821959,6,9,0,Inner Sphere,,,,5,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"8,5",136,2,Estandar,Double,22,,19,33,Fusion Engine,Compra,NO
Strider B Model Salazar Strider B Model,40,Medio,3070,921,3871999,6,9,0,Inner Sphere,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,7",107,2,Ferro Fibroso,Double,20,,8,20,Fusion Engine,Compra,NO
Strider SR1-O-E-BL Strider,40,Medio,3070,1000,3755000,6,9,0,Inner Sphere,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,5",120,2,Estandar,Double,20,,13,29,Fusion Engine,Compra,NO
Strider SR1-O Strider,40,Medio,3057,867,5001437,6,9,6,Inner Sphere,,,3,3,1,2,,,,4,,,,,,,,,2,4,,,,,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,5",120,2,Estandar,Single,10,,94,208,Fusion Engine,Compra,NO
Striker STC-2C Striker,80,Asalto,2571,1488,7717620,4,6,0,Inner Sphere,,,,3,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,15,"13,5",216,2,Estandar,Single,15,,28,38,Fusion Engine,Compra,NO
Striker STC-2D Striker,80,Asalto,3056,1644,8045220,4,6,0,Inner Sphere,,,,,1,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,12,"15,4",247,2,Estandar,Double,24,,32,35,Fusion Engine,Compra,NO
Striker STC-2S Striker,80,Asalto,2845,1466,7680120,4,6,0,Inner Sphere,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,15,"13,5",216,2,Estandar,Single,15,,22,35,Fusion Engine,Compra,NO
Striker STC-3S Striker,80,Asalto,3070,1936,18350720,4,6,0,Inner Sphere,,,,,,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,17,"15,0",240,2,Estandar,Double,34,,42,45,XL Engine,Compra,NO
Striker STC-4S Striker,80,Asalto,3070,1731,18423320,4,6,0,Inner Sphere,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,13,"14,5",232,2,Estandar,Double,26,,26,50,XL Engine,Compra,NO
Summoner (Thor)  Summoner (Thor),70,Pesado,2872,2298,21222833,5,8,5,Clan,,2,,,,2,9,4,,,4,2,4,2,,8,,,,1,2,2,,14,2,,,2,,,,,,1,,2,,,,,,2,,1,,,2,,,,11,,1,14,"11,4",182,2,Ferro Fibroso,Double,28,,463,802,XL Engine,Compra,NO
Sun Bear  Sun Bear,55,Medio,2966,2022,12630758,5,8,0,Clan,,,,,,,16,2,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,11,"10,5",168,2,Estandar,Double,22,,132,168,XL Engine,Compra,NO
Sun Cobra 2 Sun Cobra,55,Medio,3093,2394,11615700,6,9,0,Clan,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"11,5",184,2,Estandar,Double,32,,30,20,XL Engine,Compra,NO
Sun Cobra  Sun Cobra,55,Medio,3074,1677,8805983,4,6,0,Clan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,10,"8,0",128,2,Estandar,Double,20,,2,30,XL Engine,Compra,NO
Sunder SD1-O Sunder,90,Asalto,3054,1747,27591937,4,6,3,Inner Sphere,4,12,,5,2,,10,,,5,2,,,,2,3,2,,16,1,,1,,9,,,2,4,,,1,1,,,,,,,,1,,,,,,,2,2,,,1,,,15,"16,5",264,2,Estandar,Double,30,,355,652,XL Engine,Compra,NO
Supernova 2 Supernova,90,Asalto,3062,2741,10542800,3,5,3,Clan,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,16,"17,0",272,2,Estandar,Double,32,,48,88,Fusion Engine,Compra,NO
Supernova 3 Supernova,90,Asalto,3064,3448,9507600,3,5,3,Clan,,,,,,,,2,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"17,0",272,2,Estandar,Double,46,,62,48,Fusion Engine,Compra,NO
Supernova 4 Supernova,90,Asalto,3067,3158,9355600,3,5,3,Clan,,,,,,,2,,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"17,0",272,2,Estandar,Double,36,,64,66,Fusion Engine,Compra,NO
Supernova  Supernova,90,Asalto,2846,2801,9329000,3,5,3,Clan,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,"14,5",232,2,Estandar,Double,52,,72,48,Fusion Engine,Compra,NO
Tai-sho TSH-7S Tai-sho,85,Asalto,3060,1774,13717700,3,5,0,Inner Sphere,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,13,"16,4",263,2,Ferro Fibroso,Double,26,,34,30,Fusion Engine,Compra,NO
Tai-Sho TSH-8S Tai-Sho,85,Asalto,3073,2001,12330200,3,5,0,Inner Sphere,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,13,"16,4",263,2,Ferro Fibroso,Double,26,,34,40,Fusion Engine,Compra,NO
Talon TLN-5V Talon,35,Ligero,2670,1075,5899275,8,12,0,Inner Sphere,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"7,4",119,2,Estandar,Double,22,,16,20,XL Engine,Compra,NO
Talon TLN-5W-EC Talon,35,Ligero,2823,1364,6034275,8,12,0,Mixed,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"7,4",119,2,Estandar,Double,22,,21,20,XL Engine,Compra,NO
Talon TLN-5W Talon,35,Ligero,2670,1175,6034275,8,12,0,Inner Sphere,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"7,4",119,2,Estandar,Double,22,,21,20,XL Engine,Compra,NO
Talon TLN-5Z Talon,35,Ligero,3061,1168,5322375,7,11,0,Inner Sphere,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,4",119,2,Ferro Fibroso,Double,20,,24,16,Light Fusion Engine,Compra,NO
Talon TLN-6W Talon,35,Ligero,3076,1341,6124725,8,12,0,Inner Sphere,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"7,4",119,2,Ferro Fibroso,Double,22,,21,25,XL Engine,Compra,NO
Talos TLS-1B Talos,50,Medio,2532,924,3392500,4,6,0,Inner Sphere,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,"8,5",136,2,Estandar,Single,10,,11,32,Fusion Engine,Compra,NO
Tarantula ZPH-1 Tarantula,25,Ligero,3054,666,3614416,8,12,8,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,5",72,4,Estandar,Double,20,,8,14,XL Engine,Compra,NO
Tarantula ZPH-2A Tarantula,25,Ligero,3060,744,3714416,8,12,8,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,5",72,4,Estandar,Double,20,,12,14,XL Engine,Compra,NO
Tarantula ZPH-3A Tarantula,25,Ligero,3063,702,3560416,8,12,7,Inner Sphere,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,1",97,4,Estandar,Double,20,,8,12,XL Engine,Compra,NO
Tarantula ZPH-4A Tarantula,25,Ligero,3066,967,4022916,8,12,0,Inner Sphere,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,0",80,4,Estandar,Double,20,,15,10,XL Engine,Compra,NO
Tarantula ZPH-5A Tarantula,25,Ligero,3111,806,4210416,8,12,0,Inner Sphere,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,0",80,4,Estandar,Double,20,,12,8,XL Engine,Compra,NO
Targe TRG-1N Targe,40,Medio,3081,813,7223050,8,12,0,Inner Sphere,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,2",99,2,Ferro Fibroso,Double,20,,10,19,Light Fusion Engine,Compra,NO
Targe TRG-2N Targe,40,Medio,3084,1078,6680050,7,11,0,Inner Sphere,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,8",109,2,Ferro Fibroso,Double,20,,12,13,Light Fusion Engine,Compra,NO
Targe TRG-3M Targe,40,Medio,3109,1233,8866466,8,12,0,Inner Sphere,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,4",119,2,Ferro Fibroso,Double,20,,19,25,XL Engine,Compra,NO
Targe TRM-3M Targe,40,Medio,3132,1301,8808226,8,12,0,Inner Sphere,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,5",120,2,Estandar,Double,20,,19,25,XL Engine,Compra,NO
Tempest TMP-3G Tempest,65,Pesado,3056,1810,11867450,4,6,4,Inner Sphere,,,,3,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,"12,5",200,2,Estandar,Double,22,,23,47,XL Engine,Compra,NO
Tempest TMP-3M Tempest,65,Pesado,3055,1786,11880450,4,6,4,Inner Sphere,,,,3,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,"12,5",200,2,Estandar,Double,22,,24,51,XL Engine,Compra,NO
Tempest TMP-3M2 'Storm Tempest' Tempest,65,Pesado,3067,1642,12155162,4,6,4,Inner Sphere,,,,,,1,3,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,12,"13,2",211,2,Estandar,Double,24,,32,54,XL Engine,Compra,NO
Tempest TMP-3MA Tempest,65,Pesado,3056,1425,11709350,4,6,4,Inner Sphere,,,,3,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,12,"12,5",200,2,Estandar,Double,24,,26,46,XL Engine,Compra,NO
Templar III TLR2-O Templar III,85,Asalto,3100,2028,27296000,4,6,4,Inner Sphere,,,,,,4,4,,,2,2,,,,,4,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,13,"16,4",263,2,Estandar,Double,26,,126,137,Light Fusion Engine,Compra,NO
Templar TLR1-O Templar,85,Asalto,3062,2045,25215072,4,6,4,Inner Sphere,1,,1,,,,13,1,,14,2,,,,2,7,,3,,,2,,,,,,3,1,,,2,,,,,,,2,,,,,1,,3,,1,1,3,2,6,,,13,"16,4",263,2,Estandar,Double,26,,398,603,XL Engine,Compra,NO
Tenshi TN-10-O Tenshi,95,Asalto,3101,2542,31049156,3,5,3,Inner Sphere,,,,,,,5,,,2,,,,,5,,,1,,,,2,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,1,,,11,"18,3",293,2,Estandar,Double,22,,129,211,Light Fusion Engine,Compra,NO
Tessen TSN-1C Tessen,50,Medio,3061,1162,10809000,6,9,0,Inner Sphere,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"10,1",161,2,Ferro Fibroso,Double,22,,19,16,XL Engine,Compra,NO
Tessen TSN-1Cr Tessen,50,Medio,3069,1241,10355250,6,9,0,Inner Sphere,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"10,1",161,2,Ferro Fibroso,Double,22,,19,16,XL Engine,Compra,NO
Tessen TSN-C3 Tessen,50,Medio,3062,1234,10080000,6,9,0,Inner Sphere,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"10,1",161,2,Ferro Fibroso,Double,22,,23,22,XL Engine,Compra,NO
Tessen TSN-C3M Tessen,50,Medio,3077,1547,13119000,6,9,0,Inner Sphere,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"10,1",161,2,Ferro Fibroso,Double,22,,27,23,XL Engine,Compra,NO
Thanatos THS-4S (Felix) Thanatos,75,Pesado,3063,2122,19068000,5,8,5,Inner Sphere,,,,,,,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"13,5",216,2,Estandar,Double,32,,30,30,XL Engine,Compra,NO
Thanatos TNS-4S Thanatos,75,Pesado,3061,1844,19331750,5,8,5,Inner Sphere,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,16,"13,0",208,2,Estandar,Double,32,,32,44,XL Engine,Compra,NO
Thanatos TNS-4T Thanatos,75,Pesado,3062,1760,16705937,4,6,4,Inner Sphere,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,12,"13,0",208,2,Estandar,Double,24,,28,64,XL Engine,Compra,NO
Thanatos TNS-6S Thanatos,75,Pesado,3081,1936,15404000,4,6,6,Inner Sphere,,,,2,,,2,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"14,0",224,2,Estandar,Double,26,,37,50,Light Fusion Engine,Compra,NO
Thor (Summoner)  Thor (Summoner),70,Pesado,2872,3000,19078958,5,8,5,Clan,,2,,,,3,16,4,,,4,2,4,2,,8,,,,1,1,2,,14,2,,,2,,,,,,1,,2,,,,,,2,,1,,,1,,,,11,,1,14,"11,4",182,2,Ferro Fibroso,Double,28,,493,815,XL Engine,Compra,NO
Thor II (Grand Summoner)  Thor II (Grand Summoner),70,Pesado,3093,2554,21577333,5,8,5,Clan,1,,,,,2,6,2,,,2,,,,,1,,,3,,5,,,,,,1,,,,,,,1,1,,,,,,,2,,1,,,1,,,,,,,14,"12,0",192,2,Ferro Fibroso,Double,28,,152,250,XL Engine,Compra,NO
Thorn THE-F Thorn,20,Ligero,2490,510,1552320,6,9,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,8,15,Fusion Engine,Compra,NO
Thorn THE-N Thorn,20,Ligero,2549,546,1647120,6,9,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,3",69,2,Estandar,Single,10,,8,15,Fusion Engine,Compra,NO
Thorn THE-N1 Thorn,20,Ligero,3051,656,2446620,6,9,0,Inner Sphere,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,3",69,2,Estandar,Double,20,,16,13,XL Engine,Compra,NO
Thorn THE-N2 Thorn,20,Ligero,3071,410,2329620,6,9,0,Inner Sphere,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,3",69,2,Estandar,Double,20,,2,3,XL Engine,Compra,NO
Thorn THE-Nb Thorn,20,Ligero,2549,740,2518620,6,9,0,Inner Sphere,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,3",69,2,Estandar,Double,20,,16,16,XL Engine,Compra,NO
Thorn THE-S Thorn,20,Ligero,3035,510,1552320,6,9,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,8,15,Fusion Engine,Compra,NO
Thorn THE-T Thorn,20,Ligero,3038,500,1585320,6,9,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,9,18,Fusion Engine,Compra,NO
